decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,asset_group,universe_role,cross_asset_inputs,asset_diverse_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return
210,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx12p0_trail2p0_hold18_3p0x_0p1_2902a307,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.31509391400726194,0.16827049491389712,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.84667092664239,0.14412002533348156,0.021108335704005166,0.021108335704005166
211,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx18p0_trail3p0_hold18_2p0x_0p15_9418f7ae,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.3542988685434034,0.16539259162459974,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.8228191493838695,0.14366182015557993,0.019001046538445143,0.019001046538445143
212,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx18p0_trail3p0_hold18_2p0x_0p15_b6a06203,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.3542988685434034,0.16539259162459974,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.8228191493838695,0.14366182015557993,0.019001046538445143,0.019001046538445143
213,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx18p0_trail3p0_hold18_3p0x_0p1_3136a602,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.35429886854340276,0.16539259162459974,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.8228191493838688,0.1436618201555797,0.019001046538445143,0.019001046538445143
214,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx18p0_trail3p0_hold18_3p0x_0p1_13094728,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.35429886854340276,0.16539259162459974,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.8228191493838688,0.1436618201555797,0.019001046538445143,0.019001046538445143
215,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx12p0_trail3p0_hold18_2p0x_0p15_f8b685ff,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.3419675184398512,0.16539259162459974,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.8193156277331979,0.14366182015557993,0.019001046538445143,0.019001046538445143
216,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx12p0_trail3p0_hold18_2p0x_0p15_c6600e97,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.3419675184398512,0.16539259162459974,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.8193156277331979,0.14366182015557993,0.019001046538445143,0.019001046538445143
217,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx12p0_trail3p0_hold18_3p0x_0p1_787a7bfe,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.3419675184398512,0.16539259162459974,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.8193156277331974,0.1436618201555797,0.019001046538445143,0.019001046538445143
218,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx12p0_trail3p0_hold18_3p0x_0p1_584261ea,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.3419675184398512,0.16539259162459974,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.8193156277331974,0.1436618201555797,0.019001046538445143,0.019001046538445143
219,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx12p0_trail2p0_hold8_4p0x_0p125_0fb3cba0,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3833792008693817,0.19563016155183166,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.8179560470136997,0.21650290461083932,-0.017157988673841107,-0.017157988673841107
220,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx12p0_trail2p0_hold8_5p0x_0p1_82dfdcab,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3833792008693817,0.19563016155183166,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.8179560470136997,0.21650290461083932,-0.017157988673841107,-0.017157988673841107
221,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p6_adx12p0_trail2p0_hold8_4p0x_0p125_d6d62325,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3833792008693817,0.19563016155183166,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.8179560470136997,0.21650290461083932,-0.017157988673841107,-0.017157988673841107
222,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p6_adx12p0_trail2p0_hold8_5p0x_0p1_a9b7e0f2,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3833792008693817,0.19563016155183166,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.8179560470136997,0.21650290461083932,-0.017157988673841107,-0.017157988673841107
223,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx18p0_trail2p0_hold8_4p0x_0p125_8689a3d9,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.35571809145989586,0.19563016155183166,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.814932853072189,0.21650290461083932,-0.017157988673841107,-0.017157988673841107
224,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx18p0_trail2p0_hold8_5p0x_0p1_f4fbbc60,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.35571809145989586,0.19563016155183166,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.814932853072189,0.21650290461083932,-0.017157988673841107,-0.017157988673841107
225,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p6_adx18p0_trail2p0_hold8_4p0x_0p125_7a0af952,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.35571809145989586,0.19563016155183166,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.814932853072189,0.21650290461083932,-0.017157988673841107,-0.017157988673841107
226,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p6_adx18p0_trail2p0_hold8_5p0x_0p1_d00788b1,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.35571809145989586,0.19563016155183166,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.814932853072189,0.21650290461083932,-0.017157988673841107,-0.017157988673841107
227,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx12p0_trail3p0_hold8_4p0x_0p125_d5aa68b1,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3892696468141572,0.1928457686476137,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.77992160692616,0.21650290461083932,-0.019446838863729887,-0.019446838863729887
228,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx12p0_trail3p0_hold8_5p0x_0p1_94ccd622,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3892696468141572,0.1928457686476137,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.77992160692616,0.21650290461083932,-0.019446838863729887,-0.019446838863729887
229,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p6_adx12p0_trail3p0_hold8_4p0x_0p125_dc03e893,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3892696468141572,0.1928457686476137,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.77992160692616,0.21650290461083932,-0.019446838863729887,-0.019446838863729887
230,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p6_adx12p0_trail3p0_hold8_5p0x_0p1_c6bbee08,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3892696468141572,0.1928457686476137,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.77992160692616,0.21650290461083932,-0.019446838863729887,-0.019446838863729887
231,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx18p0_trail3p0_hold8_4p0x_0p125_6078997b,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.36149075605472647,0.1928457686476137,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.7768783449289816,0.21650290461083932,-0.019446838863729887,-0.019446838863729887
232,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx18p0_trail3p0_hold8_5p0x_0p1_b05164be,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.36149075605472647,0.1928457686476137,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.7768783449289816,0.21650290461083932,-0.019446838863729887,-0.019446838863729887
233,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p6_adx18p0_trail3p0_hold8_4p0x_0p125_9b8dfa6c,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.36149075605472647,0.1928457686476137,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.7768783449289816,0.21650290461083932,-0.019446838863729887,-0.019446838863729887
234,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p6_adx18p0_trail3p0_hold8_5p0x_0p1_7623f404,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.36149075605472647,0.1928457686476137,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.7768783449289816,0.21650290461083932,-0.019446838863729887,-0.019446838863729887
235,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_2p0x_0p15_d9e101be,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3510847709943199,0.15457207259865435,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.768825517739739,0.09512606117451905,0.05428234568756363,0.05428234568756363
236,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_2p0x_0p15_c690ca6a,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.3510847709943199,0.15457207259865435,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.768825517739739,0.09512606117451905,0.05428234568756363,0.05428234568756363
237,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_3p0x_0p1_335bce76,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.35108477099432167,0.1545720725986539,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.7688255177397336,0.0951260611745186,0.054282345687563405,0.054282345687563405
238,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_3p0x_0p1_c0fa0a91,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.35108477099432167,0.1545720725986539,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.7688255177397336,0.0951260611745186,0.054282345687563405,0.054282345687563405
239,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail3p0_hold18_2p0x_0p15_665fe095,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.33456826049890553,0.15457207259865435,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.764776757996783,0.09512606117451905,0.05428234568756363,0.05428234568756363
240,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail3p0_hold18_2p0x_0p15_bae62040,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.33456826049890553,0.15457207259865435,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.764776757996783,0.09512606117451905,0.05428234568756363,0.05428234568756363
241,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail3p0_hold18_3p0x_0p1_2fa25366,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.33456826049890553,0.1545720725986539,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.7647767579967775,0.0951260611745186,0.054282345687563405,0.054282345687563405
242,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail3p0_hold18_3p0x_0p1_e258850a,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.33456826049890553,0.1545720725986539,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.7647767579967775,0.0951260611745186,0.054282345687563405,0.054282345687563405
243,a30fb_asset_diverse_residual_reclaim_6h_ethusdt_btcusdt_lb24_z1p0_hold12_4p0x_0p125_9094eb20,no_promotion_shadow_or_reject,relative_residual_reclaim,ETHUSDT,6h,0.2924841433954848,0.14305856454131471,0.021647456137456667,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_10_below_30;locked_oos_trade_event_count_12_below_20,crypto_major,promotion_eligible,"{""base_symbol"": ""BTCUSDT"", ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""]}",1.7337760147790788,0.19079445645779303,-0.040087432098463105,-0.040087432098463105
