profile_id,symbol,asset_group,family,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,integer_leverage,notional_fraction,train_return,validation_return,train_mdd,validation_mdd,train_trade_event_count,validation_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,train_validation_score,profile_objective_score,dominant_anchor,dominant_anchor_abs_corr,ready_for_paper,rejection_reasons,sleeve_multiplier,weighted_notional_fraction,profile_weight_rank
growth_mdd20_gross8_69_asset_profile_optuna,COPPERUSDT,tradfi_commodity,cross_sectional_momentum_rank,4h,long_short,6,0.25,0.55,36,12,9,0.9,0.08837665582583587,0.06353795550386221,0.03846740734772791,0.05458163346452305,5,11,196.39256850185748,64.17975303420425,1.931725743808646,-0.168363397728569,crypto_liquidity_eth,0.07740944219805095,False,train_trade_event_count_5_below_80;validation_trade_event_count_11_below_30,0.36599876299627876,0.3293988866966509,10
growth_mdd20_gross8_69_asset_profile_optuna,INTCUSDT,tradfi_equity,cross_sectional_momentum_rank,1h,long_only,6,0.3,0.5,72,12,4,0.4,0.03887366891650634,0.34703302161616456,0.06567440042656636,0.06330837924957533,30,29,32.39472409708862,299.16639794496945,2.421611541060999,2.275758850444338,crypto_beta_btc,0.03873936586308228,False,train_trade_event_count_30_below_80;validation_trade_event_count_29_below_30;train_return_below_validation_return_possible_validation_spike,0.7505796884446218,0.30023187537784873,11
growth_mdd20_gross8_69_asset_profile_optuna,EWYUSDT,tradfi_etf_index,cross_sectional_momentum_rank,4h,short_only,6,0.05,0.65,54,18,4,0.4,0.018127326235432673,0.03330644143172523,0.0348674952671324,0.03289503049478515,2,2,226.5915779429084,416.33051789656537,2.0306112672907917,-1.3363623524977195,precious_metal_gold,0.18250942171546522,False,train_trade_event_count_2_below_80;validation_trade_event_count_2_below_30;train_return_below_validation_return_possible_validation_spike,0.6641875819804889,0.26567503279219556,12
growth_mdd20_gross8_69_asset_profile_optuna,EWJUSDT,tradfi_etf_index,volatility_adjusted_trend_persistence,30m,long_only,6,0.7000000000000001,0.45,60,15,3,0.30000000000000004,0.013914375517563915,0.027712859227313036,0.016920223232850695,0.016277949816570048,19,61,24.41118511853318,15.143638922028979,0.4801594166234784,0.22030294890148674,energy_crude_beta,0.1404155174464466,False,train_trade_event_count_19_below_80;train_return_below_validation_return_possible_validation_spike,0.8646901990760533,0.259407059722816,13
growth_mdd20_gross8_69_asset_profile_optuna,BNBUSDT,crypto_core,volatility_adjusted_trend_persistence,30m,long_only,72,1.5,0.35000000000000003,60,6,4,0.4,0.10156475869841342,0.036940935573601674,0.09022543444588904,0.010918919324192089,119,16,21.337134180338953,57.72021183375261,1.1264083491969679,0.7152296964654205,crypto_liquidity_eth,0.023762043652567868,False,validation_trade_event_count_16_below_30,0.6148305348436088,0.24593221393744355,14
growth_mdd20_gross8_69_asset_profile_optuna,CLUSDT,tradfi_commodity,volatility_adjusted_trend_persistence,30m,long_only,6,1.7000000000000002,0.05,18,0,5,0.5,0.014022165929923558,-0.034581927281588265,0.02157523944082773,0.06384677320476984,6,87,46.74055309974519,-7.949868340595003,-0.2827426632806802,-6.468546319447763,crypto_beta_btc,0.061952352091168,False,train_trade_event_count_6_below_80;validation_return_-0.0346_below_0.02;validation_return_per_turnover_proxy_bps_-7.950_not_above_10.000,0.4725054702377608,0.2362527351188804,15
growth_mdd20_gross8_69_asset_profile_optuna,ADAUSDT,crypto_core,cross_sectional_momentum_rank,2h,short_only,24,0.2,0.65,24,12,8,0.8,0.22089427080739776,0.026745954793611526,0.3897529711225015,0.05912753780819813,171,16,16.14724201808463,20.895277182509002,0.38430651592954446,-0.15755180375134625,crypto_beta_btc,0.029314071317840237,False,validation_trade_event_count_16_below_30,0.2796789391189673,0.22374315129517386,16
growth_mdd20_gross8_69_asset_profile_optuna,TRXUSDT,crypto_core,trend_pullback_reclaim,4h,long_only,96,-0.25,0.0,36,15,7,0.7000000000000001,0.12678257664827597,0.01719340358334942,0.10347452905373922,0.048916084796377435,21,4,86.2466507811401,61.40501279767649,1.3686730046733273,0.272146683987197,crypto_liquidity_eth,0.03262824357613399,False,train_trade_event_count_21_below_80;validation_trade_event_count_4_below_30;validation_return_0.0172_below_0.02,0.2847183420714333,0.19930283945000335,17
growth_mdd20_gross8_69_asset_profile_optuna,ETHUSDT,crypto_core,volatility_adjusted_trend_persistence,4h,long_only,72,0.4,0.05,18,18,10,1.0,0.04596007630592225,0.07833243661559308,0.2945390328044578,0.02705681889896283,18,2,25.533375725512357,391.66218307796544,1.74939977239647,-0.07724050925195525,us_equity_beta_spy,0.03340073275000889,False,train_trade_event_count_18_below_80;validation_trade_event_count_2_below_30;train_return_below_validation_return_possible_validation_spike,0.15350693308136398,0.15350693308136398,18
growth_mdd20_gross8_69_asset_profile_optuna,XPTUSDT,tradfi_commodity,cross_sectional_momentum_rank,4h,long_short,6,0.25,0.35,36,3,5,0.5,0.009868993570314677,0.07844805613589445,0.08906449750881207,0.044708810722339454,17,15,11.610580670958443,104.5974081811926,1.3285233337611357,0.5971109615485946,crypto_beta_btc,0.03664168799328749,False,train_trade_event_count_17_below_80;validation_trade_event_count_15_below_30;train_return_below_validation_return_possible_validation_spike,0.24637216602616985,0.12318608301308492,19
