decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,booster_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return,booster_target_gate_pass,booster_target_reasons
180,a30fb_booster_mh_consensus_1h_ethusdt_s12_l36_thr0p005_adx12p0_hold18_cool2_3p0x_0p15_35b72c11,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,ETHUSDT,1h,0.31252155265221004,0.17917424436791118,-0.03637621852922546,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-13.937_not_above_10.000,1.332268782610431,0.25375878962543785,-0.059488751644013904,-0.059488751644013904,False,locked_oos_return_-0.0364_below_preferred_0.03;validation_mdd_0.1195_above_preferred_0.10;validation_min_half_return_-0.0595_below_0;train_rpt_14.439_below_preferred_20bps;locked_oos_rpt_-13.937_below_preferred_20bps
181,a30fb_booster_rs_chandelier_4h_ethusdt_lb12_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p15_da174126,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,4h,0.23932547316265018,0.12331662596811799,-0.11328642615368523,False,False,False,validation_trade_event_count_28_below_30;locked_oos_trade_event_count_14_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-134.865_not_above_10.000,1.331521754483518,0.0982859911380205,0.022790634709053625,0.022790634709053625,False,locked_oos_return_-0.1133_below_preferred_0.03;validation_mdd_0.1032_above_preferred_0.10;locked_oos_trade_event_count_14_below_20;locked_oos_rpt_-134.865_below_preferred_20bps
182,a30fb_booster_rs_chandelier_4h_ethusdt_lb12_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p15_db375d0c,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,4h,0.23932547316265018,0.12331662596811799,-0.11328642615368523,False,False,False,validation_trade_event_count_28_below_30;locked_oos_trade_event_count_14_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-134.865_not_above_10.000,1.331521754483518,0.0982859911380205,0.022790634709053625,0.022790634709053625,False,locked_oos_return_-0.1133_below_preferred_0.03;validation_mdd_0.1032_above_preferred_0.10;locked_oos_trade_event_count_14_below_20;locked_oos_rpt_-134.865_below_preferred_20bps
183,a30fb_booster_rs_chandelier_2h_ethusdt_lb36_atr0p25_rel0p005_trail2p0_hold6_4p0x_0p125_10cc665a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.11456841341348767,0.13981258571262556,-0.08330104130012328,False,False,False,validation_trade_event_count_24_below_30;train_return_below_validation_return;train_validation_return_ratio_0.8194_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.334_not_above_10.000,1.3310299117955184,0.1276213222092224,0.010811487210544701,0.010811487210544701,False,locked_oos_return_-0.0833_below_preferred_0.03;train_rpt_13.479_below_preferred_20bps;locked_oos_rpt_-79.334_below_preferred_20bps
184,a30fb_booster_rs_chandelier_2h_ethusdt_lb36_atr0p25_rel0p005_trail2p0_hold6_5p0x_0p1_dab4d903,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.11456841341348767,0.13981258571262556,-0.08330104130012328,False,False,False,validation_trade_event_count_24_below_30;train_return_below_validation_return;train_validation_return_ratio_0.8194_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.334_not_above_10.000,1.3310299117955184,0.1276213222092224,0.010811487210544701,0.010811487210544701,False,locked_oos_return_-0.0833_below_preferred_0.03;train_rpt_13.479_below_preferred_20bps;locked_oos_rpt_-79.334_below_preferred_20bps
185,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p0_trail3p0_hold12_4p0x_0p15_f79bac66,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.3903620008398694,0.12748165271404055,-0.13108156176420593,False,False,False,validation_mdd_0.1276_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-99.304_not_above_10.000,1.326291989897408,0.12002774207968869,0.006655112506867011,0.006655112506867011,False,locked_oos_return_-0.1311_below_preferred_0.03;validation_mdd_0.1276_above_preferred_0.10;locked_oos_rpt_-99.304_below_preferred_20bps
186,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p5_rel0p015_trail2p0_hold6_4p0x_0p15_f0a5701e,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.5439020643891088,0.10644922100324794,-0.04035878509623969,False,False,False,locked_oos_trade_event_count_10_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-67.265_not_above_10.000,1.325401348045645,0.027151203221414066,0.0772018934828056,0.027151203221414066,False,locked_oos_return_-0.0404_below_preferred_0.03;locked_oos_trade_event_count_10_below_20;locked_oos_rpt_-67.265_below_preferred_20bps
187,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p5_rel0p01_trail2p0_hold18_4p0x_0p15_4dd5061d,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.18476105048869207,0.1164200225079619,-0.04352158229026437,False,False,False,locked_oos_trade_event_count_10_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-72.536_not_above_10.000,1.3250600314182661,0.03980501277655013,0.07368209307515117,0.03980501277655013,False,locked_oos_return_-0.0435_below_preferred_0.03;locked_oos_trade_event_count_10_below_20;train_rpt_16.038_below_preferred_20bps;locked_oos_rpt_-72.536_below_preferred_20bps
188,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p0_trail2p0_hold18_4p0x_0p125_afc5b49c,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.35242660028362494,0.1098445636058416,-0.12257699476047323,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-111.434_not_above_10.000,1.3237842217776965,0.07988895262792339,0.027739529055298418,0.027739529055298418,False,locked_oos_return_-0.1226_below_preferred_0.03;locked_oos_rpt_-111.434_below_preferred_20bps
189,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p0_trail2p0_hold18_5p0x_0p1_1c6fe88b,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.35242660028362494,0.1098445636058416,-0.12257699476047323,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-111.434_not_above_10.000,1.3237842217776965,0.07988895262792339,0.027739529055298418,0.027739529055298418,False,locked_oos_return_-0.1226_below_preferred_0.03;locked_oos_rpt_-111.434_below_preferred_20bps
190,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p25_rel0p0_trail3p0_hold18_4p0x_0p125_6f850176,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.1204258188044729,0.1479489643523959,-0.1466362823950601,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.8140_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.363_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-91.648_not_above_10.000,1.3213106256448393,0.06529135396259944,0.07759155284827246,0.06529135396259944,False,locked_oos_return_-0.1466_below_preferred_0.03;train_rpt_8.363_below_preferred_20bps;locked_oos_rpt_-91.648_below_preferred_20bps
191,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p25_rel0p0_trail3p0_hold18_5p0x_0p1_8f8bdf80,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.1204258188044729,0.1479489643523959,-0.1466362823950601,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.8140_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.363_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-91.648_not_above_10.000,1.3213106256448393,0.06529135396259944,0.07759155284827246,0.06529135396259944,False,locked_oos_return_-0.1466_below_preferred_0.03;train_rpt_8.363_below_preferred_20bps;locked_oos_rpt_-91.648_below_preferred_20bps
192,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail3p0_hold18_3p0x_0p15_4db2b802,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.15242535405072344,0.11691537305965838,-0.14378593074919999,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-118.342_not_above_10.000,1.3191145218438611,0.07248319334470454,0.04142925501367034,0.04142925501367034,False,locked_oos_return_-0.1438_below_preferred_0.03;train_rpt_19.467_below_preferred_20bps;locked_oos_rpt_-118.342_below_preferred_20bps
193,a30fb_booster_rs_chandelier_2h_ethusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_4p0x_0p15_068d3f0a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.1362705066276071,0.2740212130300128,-0.19047954368801867,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.4973_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.463_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-102.408_not_above_10.000,1.3183907034063265,0.0873971766686441,0.17162453643029663,0.0873971766686441,False,locked_oos_return_-0.1905_below_preferred_0.03;validation_mdd_0.1035_above_preferred_0.10;train_rpt_9.463_below_preferred_20bps;locked_oos_rpt_-102.408_below_preferred_20bps
194,a30fb_booster_mh_consensus_2h_ethusdt_s6_l24_thr0p005_adx18p0_hold8_cool2_4p0x_0p15_642a86a0,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,ETHUSDT,2h,0.20070176976903875,0.18260843311822939,-0.12766750333415366,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.013_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-37.996_not_above_10.000,1.316629466487926,0.25827901579016865,-0.06013815832764058,-0.06013815832764058,False,locked_oos_return_-0.1277_below_preferred_0.03;validation_mdd_0.1136_above_preferred_0.10;validation_min_half_return_-0.0601_below_0;train_rpt_7.013_below_preferred_20bps;locked_oos_rpt_-37.996_below_preferred_20bps
195,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p5_rel0p015_trail2p0_hold12_4p0x_0p15_7455327c,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.45033821114840666,0.10866788354265133,-0.039913934305011556,False,False,False,locked_oos_trade_event_count_10_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-66.523_not_above_10.000,1.3161231844035781,0.024144636046281365,0.08253057675786368,0.024144636046281365,False,locked_oos_return_-0.0399_below_preferred_0.03;locked_oos_trade_event_count_10_below_20;locked_oos_rpt_-66.523_below_preferred_20bps
196,a30fb_booster_pullback_reclaim_6h_ethusdt_fast12_slow48_z-0p5_hold4_4p0x_0p15_21fe0fa3,no_promotion_shadow_or_reject,trend_pullback_reclaim,ETHUSDT,6h,0.1356868361035546,0.1503958651685262,-0.0011254351409137886,False,False,False,train_trade_event_count_64_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_6_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9022_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-3.126_not_above_10.000,1.315486255383482,0.1824637568662597,-0.027119555683228214,-0.027119555683228214,False,locked_oos_return_-0.0011_below_preferred_0.03;validation_mdd_0.1129_above_preferred_0.10;locked_oos_trade_event_count_6_below_20;validation_min_half_return_-0.0271_below_0;locked_oos_rpt_-3.126_below_preferred_20bps
197,a30fb_booster_rs_chandelier_2h_ethusdt_lb36_atr0p25_rel0p005_trail3p0_hold6_4p0x_0p15_6c4263bd,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.11672170685394256,0.14651384497279007,-0.10025939085668734,False,False,False,validation_trade_event_count_24_below_30;train_return_below_validation_return;train_validation_return_ratio_0.7967_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.571_not_above_10.000,1.314312317500948,0.13204635376227403,0.012779945946943316,0.012779945946943316,False,locked_oos_return_-0.1003_below_preferred_0.03;train_rpt_11.443_below_preferred_20bps;locked_oos_rpt_-79.571_below_preferred_20bps
198,a30fb_booster_rs_chandelier_2h_ethusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_4p0x_0p15_6596f906,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.13589012178121385,0.2740212130300128,-0.19047954368801867,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.4959_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.359_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-102.408_not_above_10.000,1.3141692316912579,0.0873971766686441,0.17162453643029663,0.0873971766686441,False,locked_oos_return_-0.1905_below_preferred_0.03;validation_mdd_0.1035_above_preferred_0.10;train_rpt_9.359_below_preferred_20bps;locked_oos_rpt_-102.408_below_preferred_20bps
199,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail2p0_hold12_4p0x_0p125_819a262a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1139511199296177,0.2495734957114233,-0.06587912872304369,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.4566_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.417_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-54.899_not_above_10.000,1.311079889362296,0.10378075221282002,0.132084875738524,0.10378075221282002,False,locked_oos_return_-0.0659_below_preferred_0.03;train_rpt_9.417_below_preferred_20bps;locked_oos_rpt_-54.899_below_preferred_20bps
200,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail2p0_hold12_5p0x_0p1_e7599063,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1139511199296177,0.2495734957114233,-0.06587912872304369,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.4566_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.417_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-54.899_not_above_10.000,1.311079889362296,0.10378075221282002,0.132084875738524,0.10378075221282002,False,locked_oos_return_-0.0659_below_preferred_0.03;train_rpt_9.417_below_preferred_20bps;locked_oos_rpt_-54.899_below_preferred_20bps
201,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p5_rel0p015_trail3p0_hold6_4p0x_0p15_8695294a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.4939134259889395,0.10576310702798208,-0.039134562370503834,False,False,False,locked_oos_trade_event_count_10_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.224_not_above_10.000,1.3105402406316986,0.021895129688230375,0.0820710216765006,0.021895129688230375,False,locked_oos_return_-0.0391_below_preferred_0.03;locked_oos_trade_event_count_10_below_20;locked_oos_rpt_-65.224_below_preferred_20bps
202,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p005_trail2p0_hold6_4p0x_0p125_57f8a8ea,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.11388810428405027,0.20705909983172077,-0.091232800102512,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.5500_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.919_not_above_10.000,1.3105336504804914,0.1433297977067367,0.055740086764826335,0.055740086764826335,False,locked_oos_return_-0.0912_below_preferred_0.03;train_rpt_10.644_below_preferred_20bps;locked_oos_rpt_-62.919_below_preferred_20bps
203,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p005_trail2p0_hold6_5p0x_0p1_f6179b7a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.11388810428405027,0.20705909983172077,-0.091232800102512,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.5500_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.919_not_above_10.000,1.3105336504804914,0.1433297977067367,0.055740086764826335,0.055740086764826335,False,locked_oos_return_-0.0912_below_preferred_0.03;train_rpt_10.644_below_preferred_20bps;locked_oos_rpt_-62.919_below_preferred_20bps
204,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail2p0_hold6_4p0x_0p125_08225dc5,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.11277412462797032,0.21965149175721788,-0.06028723816983883,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.5134_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.810_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-37.680_not_above_10.000,1.3075884795079287,0.09163703019544078,0.11726833921972935,0.09163703019544078,False,locked_oos_return_-0.0603_below_preferred_0.03;train_rpt_8.810_below_preferred_20bps;locked_oos_rpt_-37.680_below_preferred_20bps
205,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail2p0_hold6_5p0x_0p1_c7e1daf7,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.11277412462797032,0.21965149175721788,-0.06028723816983883,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.5134_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.810_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-37.680_not_above_10.000,1.3075884795079287,0.09163703019544078,0.11726833921972935,0.09163703019544078,False,locked_oos_return_-0.0603_below_preferred_0.03;train_rpt_8.810_below_preferred_20bps;locked_oos_rpt_-37.680_below_preferred_20bps
206,a30fb_booster_rs_chandelier_1h_ethusdt_lb24_atr0p5_rel0p0_trail2p0_hold12_4p0x_0p15_1c6f3e22,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.16143481896014,0.13288176326293621,-0.10983252203760885,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.679_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-48.172_not_above_10.000,1.3063345206082264,0.03679660001723639,0.09267503697842283,0.03679660001723639,False,locked_oos_return_-0.1098_below_preferred_0.03;train_rpt_8.679_below_preferred_20bps;locked_oos_rpt_-48.172_below_preferred_20bps
207,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail2p0_hold12_3p0x_0p15_74a610f0,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.12620741074923036,0.11871852112045844,-0.13818079930136018,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-105.886_not_above_10.000,1.3057014025719915,0.08923348128848851,0.02706953131581158,0.02706953131581158,False,locked_oos_return_-0.1382_below_preferred_0.03;train_rpt_14.023_below_preferred_20bps;locked_oos_rpt_-105.886_below_preferred_20bps
208,a30fb_booster_rs_chandelier_2h_ethusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p125_18dd8d97,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.2601098757492435,0.10095633415066918,-0.06666604643494545,False,False,False,validation_trade_event_count_22_below_30;locked_oos_trade_event_count_16_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-83.333_not_above_10.000,1.304906459727809,0.08918067125344042,0.010811487210544701,0.010811487210544701,False,locked_oos_return_-0.0667_below_preferred_0.03;locked_oos_trade_event_count_16_below_20;locked_oos_rpt_-83.333_below_preferred_20bps
209,a30fb_booster_rs_chandelier_2h_ethusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_5p0x_0p1_4fb9b7d1,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.2601098757492435,0.10095633415066918,-0.06666604643494545,False,False,False,validation_trade_event_count_22_below_30;locked_oos_trade_event_count_16_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-83.333_not_above_10.000,1.304906459727809,0.08918067125344042,0.010811487210544701,0.010811487210544701,False,locked_oos_return_-0.0667_below_preferred_0.03;locked_oos_trade_event_count_16_below_20;locked_oos_rpt_-83.333_below_preferred_20bps
210,a30fb_booster_mh_consensus_2h_bnbusdt_s6_l24_thr0p01_adx18p0_hold18_cool2_4p0x_0p125_d367be64,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,2h,0.30990760054528455,0.133606664579492,-0.05899082521518706,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-47.193_not_above_10.000,1.301962981902187,0.16147249230223948,-0.02399181031615627,-0.02399181031615627,False,locked_oos_return_-0.0590_below_preferred_0.03;validation_min_half_return_-0.0240_below_0;locked_oos_rpt_-47.193_below_preferred_20bps
211,a30fb_booster_mh_consensus_2h_bnbusdt_s6_l24_thr0p01_adx18p0_hold18_cool2_5p0x_0p1_c880a93d,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,2h,0.30990760054528455,0.133606664579492,-0.05899082521518706,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-47.193_not_above_10.000,1.301962981902187,0.16147249230223948,-0.02399181031615627,-0.02399181031615627,False,locked_oos_return_-0.0590_below_preferred_0.03;validation_min_half_return_-0.0240_below_0;locked_oos_rpt_-47.193_below_preferred_20bps
212,a30fb_booster_rs_chandelier_6h_bnbusdt_lb36_atr0p0_rel0p005_trail2p0_hold18_4p0x_0p15_68127392,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,BNBUSDT,6h,0.10041818012030657,0.10128108701967853,0.006688240077563856,False,False,False,train_trade_event_count_48_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_6_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9915_below_1.00,1.3005107051811942,0.10128108701967853,0.0,0.0,False,locked_oos_return_0.0067_below_preferred_0.03;locked_oos_trade_event_count_6_below_20;locked_oos_rpt_18.578_below_preferred_20bps
