decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,booster_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return,booster_target_gate_pass,booster_target_reasons
1685,a30fb_booster_pullback_reclaim_4h_bnbusdt_fast8_slow40_z-0p5_hold4_3p0x_0p1_f1b28c24,no_promotion_shadow_or_reject,trend_pullback_reclaim,BNBUSDT,4h,0.06928372385829396,0.032346288889188335,0.011177666434065703,False,False,False,validation_trade_event_count_17_below_30;locked_oos_trade_event_count_8_below_20,0.599989422849423,0.046465042114200106,-0.013491853675768217,-0.013491853675768217,False,validation_return_0.0323_below_preferred_0.10;locked_oos_return_0.0112_below_preferred_0.03;locked_oos_trade_event_count_8_below_20;validation_min_half_return_-0.0135_below_0
1686,a30fb_booster_pullback_reclaim_4h_bnbusdt_fast8_slow40_z-0p5_hold4_2p0x_0p15_4f0a2684,no_promotion_shadow_or_reject,trend_pullback_reclaim,BNBUSDT,4h,0.06928372385829329,0.03234628888918811,0.011177666434065703,False,False,False,validation_trade_event_count_17_below_30;locked_oos_trade_event_count_8_below_20,0.5999894228494188,0.046465042114200106,-0.01349185367576844,-0.01349185367576844,False,validation_return_0.0323_below_preferred_0.10;locked_oos_return_0.0112_below_preferred_0.03;locked_oos_trade_event_count_8_below_20;validation_min_half_return_-0.0135_below_0
1729,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_4p0x_0p125_09855687,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.2470105493669983,0.09112800585780478,0.051460508324018495,True,False,False,,0.5874807779046917,0.15709534733195096,-0.05701115437570048,-0.05701115437570048,False,validation_return_0.0911_below_preferred_0.10;validation_mdd_0.1198_above_preferred_0.10;validation_min_half_return_-0.0570_below_0
1730,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_5p0x_0p1_9ba7d42a,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.2470105493669983,0.09112800585780478,0.051460508324018495,True,False,False,,0.5874807779046917,0.15709534733195096,-0.05701115437570048,-0.05701115437570048,False,validation_return_0.0911_below_preferred_0.10;validation_mdd_0.1198_above_preferred_0.10;validation_min_half_return_-0.0570_below_0
1752,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_4p0x_0p125_6573a062,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.22763243766150087,0.09112800585780478,0.051460508324018495,True,False,False,,0.5805205215340726,0.15709534733195096,-0.05701115437570048,-0.05701115437570048,False,validation_return_0.0911_below_preferred_0.10;validation_mdd_0.1198_above_preferred_0.10;validation_min_half_return_-0.0570_below_0;train_rpt_18.507_below_preferred_20bps
1753,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_5p0x_0p1_c28e80e1,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.22763243766150087,0.09112800585780478,0.051460508324018495,True,False,False,,0.5805205215340726,0.15709534733195096,-0.05701115437570048,-0.05701115437570048,False,validation_return_0.0911_below_preferred_0.10;validation_mdd_0.1198_above_preferred_0.10;validation_min_half_return_-0.0570_below_0;train_rpt_18.507_below_preferred_20bps
1770,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail2p0_hold18_3p0x_0p1_60903b6a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.0400998751904158,0.054426574136204,0.004574478744991062,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7368_below_1.00,0.5770903719208111,0.07369743506792958,-0.017948129801116486,-0.017948129801116486,False,validation_return_0.0544_below_preferred_0.10;locked_oos_return_0.0046_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0179_below_0
1771,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail2p0_hold18_2p0x_0p15_67655d79,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.04009987519041447,0.054426574136204,0.004574478744991284,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7368_below_1.00,0.5770903719207952,0.07369743506792958,-0.017948129801116486,-0.017948129801116486,False,validation_return_0.0544_below_preferred_0.10;locked_oos_return_0.0046_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0179_below_0
1821,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_3p0x_0p15_ed6820f0,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.22530822540985906,0.08255947673729058,0.04646089678948795,True,False,False,,0.55939822986324,0.14089449739134374,-0.0511309510103124,-0.0511309510103124,False,validation_return_0.0826_below_preferred_0.10;validation_mdd_0.1081_above_preferred_0.10;validation_min_half_return_-0.0511_below_0
1831,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx18p0_hold18_cool2_2p0x_0p15_843f0362,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.12776691130148632,0.030065124037614854,0.018441539896549175,False,False,False,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_9_below_20,0.5561141859483681,0.03836368228475706,-0.007991957335106048,-0.007991957335106048,False,validation_return_0.0301_below_preferred_0.10;locked_oos_return_0.0184_below_preferred_0.03;locked_oos_trade_event_count_9_below_20;validation_min_half_return_-0.0080_below_0
1832,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx18p0_hold18_cool2_3p0x_0p1_f78bb124,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.12776691130148632,0.030065124037614854,0.018441539896549175,False,False,False,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_9_below_20,0.5561141859483679,0.03836368228475706,-0.007991957335106048,-0.007991957335106048,False,validation_return_0.0301_below_preferred_0.10;locked_oos_return_0.0184_below_preferred_0.03;locked_oos_trade_event_count_9_below_20;validation_min_half_return_-0.0080_below_0
1845,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_3p0x_0p15_be9815a7,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.2081638522434921,0.08255947673729058,0.04646089678948795,True,False,False,,0.552536021408232,0.14089449739134374,-0.0511309510103124,-0.0511309510103124,False,validation_return_0.0826_below_preferred_0.10;validation_mdd_0.1081_above_preferred_0.10;validation_min_half_return_-0.0511_below_0;train_rpt_18.804_below_preferred_20bps
1950,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail2p0_hold18_3p0x_0p15_24d6bf87,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.04812981001235528,0.08087789661892208,0.006467111544810278,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5951_below_1.00,0.5238697067097393,0.11119958590335277,-0.027287347537824025,-0.027287347537824025,False,validation_return_0.0809_below_preferred_0.10;locked_oos_return_0.0065_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0273_below_0;train_rpt_16.205_below_preferred_20bps
2099,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail2p0_hold18_4p0x_0p125_26a6b1ef,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.04895647610356857,0.08956317928486746,0.007039255547208745,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5466_below_1.00,0.4876243313055669,0.12378555504016253,-0.030452763520413484,-0.030452763520413484,False,validation_return_0.0896_below_preferred_0.10;locked_oos_return_0.0070_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0305_below_0;train_rpt_14.835_below_preferred_20bps
2100,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail2p0_hold18_5p0x_0p1_fd2963c9,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.04895647610356857,0.08956317928486746,0.007039255547208745,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5466_below_1.00,0.4876243313055669,0.12378555504016253,-0.030452763520413484,-0.030452763520413484,False,validation_return_0.0896_below_preferred_0.10;locked_oos_return_0.0070_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0305_below_0;train_rpt_14.835_below_preferred_20bps
2114,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail3p0_hold18_3p0x_0p1_e8e0d04e,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.03385002421922301,0.044174398365698586,0.013457741469882434,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7663_below_1.00,0.4835726440053807,0.07369743506792958,-0.027496607273130746,-0.027496607273130746,False,validation_return_0.0442_below_preferred_0.10;locked_oos_return_0.0135_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0275_below_0;train_rpt_17.096_below_preferred_20bps
2115,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail3p0_hold18_2p0x_0p15_47254a39,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.0338500242192219,0.044174398365698586,0.013457741469882656,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7663_below_1.00,0.48357264400536737,0.07369743506792958,-0.027496607273130746,-0.027496607273130746,False,validation_return_0.0442_below_preferred_0.10;locked_oos_return_0.0135_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0275_below_0;train_rpt_17.096_below_preferred_20bps
2147,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx24p0_hold18_cool4_3p0x_0p1_d50864ed,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.1441957089823156,0.028446677886020844,0.032919109050225215,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.47714997663124536,0.05664620527004116,-0.026687766674764024,-0.026687766674764024,False,validation_return_0.0284_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0267_below_0
2148,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx24p0_hold18_cool4_2p0x_0p15_23b8a5bf,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.14419570898231537,0.02844667788602062,0.032919109050225215,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4771499766312388,0.05664620527004116,-0.026687766674764246,-0.026687766674764246,False,validation_return_0.0284_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0267_below_0
2149,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz0p5_hold12_4p0x_0p15_bf140b49,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.018852992298011184,0.04535273539868534,0.024749709050438273,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4157_below_1.00,0.4768193673188442,0.03086983189056358,0.014049206854332974,0.014049206854332974,False,validation_return_0.0454_below_preferred_0.10;locked_oos_return_0.0247_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2150,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz1p0_hold12_4p0x_0p15_e90c611a,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.018852992298011184,0.04535273539868534,0.024749709050438273,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4157_below_1.00,0.4768193673188442,0.03086983189056358,0.014049206854332974,0.014049206854332974,False,validation_return_0.0454_below_preferred_0.10;locked_oos_return_0.0247_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2163,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz0p5_hold12_4p0x_0p125_70835ad8,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.016204804818165996,0.037796282811888515,0.02064294333452721,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4287_below_1.00,0.47521436240813497,0.025744813443252523,0.011748993717239697,0.011748993717239697,False,validation_return_0.0378_below_preferred_0.10;locked_oos_return_0.0206_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2164,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz0p5_hold12_5p0x_0p1_cb075a5d,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.016204804818165996,0.037796282811888515,0.02064294333452721,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4287_below_1.00,0.47521436240813497,0.025744813443252523,0.011748993717239697,0.011748993717239697,False,validation_return_0.0378_below_preferred_0.10;locked_oos_return_0.0206_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2165,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz1p0_hold12_4p0x_0p125_27e47ec9,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.016204804818165996,0.037796282811888515,0.02064294333452721,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4287_below_1.00,0.47521436240813497,0.025744813443252523,0.011748993717239697,0.011748993717239697,False,validation_return_0.0378_below_preferred_0.10;locked_oos_return_0.0206_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2166,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz1p0_hold12_5p0x_0p1_899829f6,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.016204804818165996,0.037796282811888515,0.02064294333452721,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4287_below_1.00,0.47521436240813497,0.025744813443252523,0.011748993717239697,0.011748993717239697,False,validation_return_0.0378_below_preferred_0.10;locked_oos_return_0.0206_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2169,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz0p5_hold12_3p0x_0p15_0acb437c,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.014805633732750012,0.0340172308273794,0.01858670421233133,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4352_below_1.00,0.47368001991820147,0.023179095386351767,0.010592608361426947,0.010592608361426947,False,validation_return_0.0340_below_preferred_0.10;locked_oos_return_0.0186_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2170,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz1p0_hold12_3p0x_0p15_67492551,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.014805633732750012,0.0340172308273794,0.01858670421233133,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4352_below_1.00,0.47368001991820147,0.023179095386351767,0.010592608361426947,0.010592608361426947,False,validation_return_0.0340_below_preferred_0.10;locked_oos_return_0.0186_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2191,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx24p0_hold18_cool4_3p0x_0p15_2425bbae,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.2170230189507072,0.04151669553608439,0.04950975613214581,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.46942012151086354,0.08537083613824614,-0.04040475305029978,-0.04040475305029978,False,validation_return_0.0415_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0404_below_0
2195,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_2p0x_0p15_1f0e3de7,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.15546334725456856,0.05607560977430137,0.031258529154552184,True,False,False,,0.46798288806172395,0.09292488719454317,-0.033716203054752314,-0.033716203054752314,False,validation_return_0.0561_below_preferred_0.10;validation_min_half_return_-0.0337_below_0
2196,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_3p0x_0p1_83ce82c2,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.15546334725456967,0.05607560977430026,0.031258529154552184,True,False,False,,0.46798288806171084,0.09292488719454273,-0.03371620305475209,-0.03371620305475209,False,validation_return_0.0561_below_preferred_0.10;validation_min_half_return_-0.0337_below_0
2212,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz0p5_hold12_2p0x_0p15_1a740930,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.010310308289936732,0.022678046896904558,0.012406904866109958,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4546_below_1.00,0.4661727294839969,0.015469683081168917,0.007098551474096659,0.007098551474096659,False,validation_return_0.0227_below_preferred_0.10;locked_oos_return_0.0124_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2213,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz0p5_hold12_3p0x_0p1_de1fa297,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.010310308289936732,0.022678046896904558,0.01240690486611018,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4546_below_1.00,0.4661727294839969,0.015469683081168917,0.007098551474096659,0.007098551474096659,False,validation_return_0.0227_below_preferred_0.10;locked_oos_return_0.0124_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2214,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz1p0_hold12_2p0x_0p15_20329202,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.010310308289936732,0.022678046896904558,0.012406904866109958,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4546_below_1.00,0.4661727294839969,0.015469683081168917,0.007098551474096659,0.007098551474096659,False,validation_return_0.0227_below_preferred_0.10;locked_oos_return_0.0124_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2215,a30fb_booster_squeeze_expansion_6h_trxusdt_lb48_volz1p0_hold12_3p0x_0p1_de17cdb9,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,TRXUSDT,6h,0.010310308289936732,0.022678046896904558,0.01240690486611018,False,False,False,train_trade_event_count_14_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_3_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4546_below_1.00,0.4661727294839969,0.015469683081168917,0.007098551474096659,0.007098551474096659,False,validation_return_0.0227_below_preferred_0.10;locked_oos_return_0.0124_below_preferred_0.03;locked_oos_trade_event_count_3_below_20
2233,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx24p0_hold18_cool4_4p0x_0p125_0bcef99e,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.24127938363743096,0.04569448094770734,0.05505841073903839,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4639767212730277,0.09500074514772816,-0.04502852113892286,-0.04502852113892286,False,validation_return_0.0457_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0450_below_0
2234,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx24p0_hold18_cool4_5p0x_0p1_e4c2093e,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.24127938363743096,0.04569448094770734,0.05505841073903839,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4639767212730277,0.09500074514772816,-0.04502852113892286,-0.04502852113892286,False,validation_return_0.0457_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0450_below_0
2250,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_2p0x_0p15_17ab46c7,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.1446709597210747,0.05607560977430137,0.031258529154552184,True,False,False,,0.46144268358200113,0.09292488719454317,-0.033716203054752314,-0.033716203054752314,False,validation_return_0.0561_below_preferred_0.10;validation_min_half_return_-0.0337_below_0;train_rpt_19.603_below_preferred_20bps
2251,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_3p0x_0p1_e78fd6d3,paper_testnet_candidate_after_fill_preflight,relative_strength_chandelier_breakout,SOLUSDT,2h,0.14467095972107558,0.05607560977430026,0.031258529154552184,True,False,False,,0.4614426835819879,0.09292488719454273,-0.03371620305475209,-0.03371620305475209,False,validation_return_0.0561_below_preferred_0.10;validation_min_half_return_-0.0337_below_0;train_rpt_19.603_below_preferred_20bps
2265,a30fb_booster_pullback_reclaim_4h_bnbusdt_fast8_slow40_z-0p5_hold8_4p0x_0p15_c41bb3af,no_promotion_shadow_or_reject,trend_pullback_reclaim,BNBUSDT,4h,0.09383192079165936,0.04559189717331269,0.021743548767319876,False,False,False,validation_trade_event_count_17_below_30;locked_oos_trade_event_count_8_below_20,0.45611378498842414,0.0788972883740211,-0.030869844200741126,-0.030869844200741126,False,validation_return_0.0456_below_preferred_0.10;locked_oos_return_0.0217_below_preferred_0.03;locked_oos_trade_event_count_8_below_20;validation_min_half_return_-0.0309_below_0;train_rpt_19.072_below_preferred_20bps
2284,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx24p0_hold18_cool4_4p0x_0p15_903fb5bc,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.28964113600945374,0.05377489613642927,0.06618247251455611,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.44885954471299716,0.1143389399943302,-0.05434975094580108,-0.05434975094580108,False,validation_return_0.0538_below_preferred_0.10;validation_mdd_0.1094_above_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0543_below_0
2314,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx12p0_hold18_cool4_3p0x_0p15_8a38c082,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.18303457360541442,0.04151669553608439,0.04950975613214581,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4446506141766412,0.08537083613824614,-0.04040475305029978,-0.04040475305029978,False,validation_return_0.0415_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0404_below_0
2315,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx18p0_hold18_cool4_3p0x_0p15_dde534e6,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.18303457360541442,0.04151669553608439,0.04950975613214581,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4446506141766412,0.08537083613824614,-0.04040475305029978,-0.04040475305029978,False,validation_return_0.0415_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0404_below_0
2320,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx12p0_hold18_cool4_4p0x_0p125_d7c490f6,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.20279755536382793,0.04569448094770734,0.05505841073903839,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4436110271305689,0.09500074514772816,-0.04502852113892286,-0.04502852113892286,False,validation_return_0.0457_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0450_below_0
2321,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx12p0_hold18_cool4_5p0x_0p1_a3843833,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.20279755536382793,0.04569448094770734,0.05505841073903839,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4436110271305689,0.09500074514772816,-0.04502852113892286,-0.04502852113892286,False,validation_return_0.0457_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0450_below_0
2322,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx18p0_hold18_cool4_4p0x_0p125_472cd97e,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.20279755536382793,0.04569448094770734,0.05505841073903839,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4436110271305689,0.09500074514772816,-0.04502852113892286,-0.04502852113892286,False,validation_return_0.0457_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0450_below_0
2323,a30fb_booster_mh_consensus_6h_bnbusdt_s6_l24_thr0p01_adx18p0_hold18_cool4_5p0x_0p1_7460fbec,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.20279755536382793,0.04569448094770734,0.05505841073903839,False,False,False,validation_trade_event_count_23_below_30;locked_oos_trade_event_count_11_below_20,0.4436110271305689,0.09500074514772816,-0.04502852113892286,-0.04502852113892286,False,validation_return_0.0457_below_preferred_0.10;locked_oos_trade_event_count_11_below_20;validation_min_half_return_-0.0450_below_0
