rank,selection_role,model_id,candidate_name,variant_name,leverage,allocation_fraction,target_notional_fraction_of_equity,train_return,train_mdd,train_trade_event_count,validation_return,validation_mdd,validation_sharpe,validation_trade_event_count,train_validation_return_ratio,locked_oos_return,locked_oos_mdd,locked_oos_trade_event_count,locked_oos_liquidation_count,locked_oos_account_wipeout_count,train_validation_guard_pass,locked_oos_report_gate_pass,primary_10bps_promotion_gate_pass,paper_promotion_guard_pass,ready_for_paper,ready_for_real,real_money_execution,guard_fail_reasons,primary_10bps_gate_reasons
11,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_8p0x_0p125alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,8.0,0.125,1.0,0.03659666499798764,0.09862081509333763,83,0.08770413636117724,0.019508598862800857,2.6511720672428667,18,0.41727410492109207,0.011680563606369487,0.01135576426163306,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4173_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
12,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_5p0x_0p2alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,5.0,0.2,1.0,0.03659666499798764,0.09862081509333763,83,0.08770413636117724,0.019508598862800857,2.6511720672428667,18,0.41727410492109207,0.011680563606369487,0.01135576426163306,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4173_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
13,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_10p0x_0p1alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,10.0,0.1,1.0,0.03659666499798764,0.09862081509333763,83,0.08770413636117724,0.019508598862800857,2.6511720672428667,18,0.41727410492109207,0.011680563606369487,0.01135576426163306,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4173_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
14,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_6p0x_0p15alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,6.0,0.15,0.8999999999999999,0.03365707069360413,0.08909047112548325,83,0.07879940031562982,0.017557738976520788,2.651172067242852,18,0.4271234369651449,0.010518871693888654,0.010223224898775042,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4271_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
15,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_7p0x_0p125alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,7.0,0.125,0.875,0.03289674407860543,0.08669647296387274,83,0.07657777036746927,0.017070024004950755,2.651172067242853,18,0.42958607858058223,0.010228225614410391,0.009939984676232432,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4296_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
16,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_5p0x_0p175alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,5.0,0.175,0.875,0.03289674407860543,0.08669647296387274,83,0.07657777036746927,0.017070024004950755,2.651172067242853,18,0.42958607858058223,0.010228225614410391,0.009939984676232432,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4296_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
17,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_11p0x_0p075alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,11.0,0.075,0.825,0.031345663204474405,0.08189475574244522,83,0.07214000232890116,0.016094594061810644,2.651172067242848,18,0.4345115357990017,0.009646666240601842,0.009373377755731459,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4345_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
18,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_8p0x_0p1alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,8.0,0.1,0.8,0.030554934640174336,0.07948702921931848,83,0.06992387190583838,0.015606879090240685,2.6511720672428463,18,0.43697429514945263,0.00935575309109793,0.009090011052853312,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4370_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
19,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_4p0x_0p2alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,4.0,0.2,0.8,0.030554934640174336,0.07948702921931848,83,0.06992387190583838,0.015606879090240685,2.6511720672428463,18,0.43697429514945263,0.00935575309109793,0.009090011052853312,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4370_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
20,target_family_candidate,fresh_tv10_filter_family_crypto_residual_reversal_abs_score_ge_1p5_alpha_zoo_high_confidence_long_only_6p0x_0p125alloc,alpha_zoo_high_confidence_long_only,family_crypto_residual_reversal_abs_score_ge_1.5,6.0,0.125,0.75,0.028943167596652053,0.07465782178356976,83,0.06549713734218598,0.014631449147100729,2.651172067242849,18,0.44189973441801217,0.008773660229022706,0.008523151149539027,13,0.0,0.0,False,False,False,False,False,False,False,validation_trade_event_count_18_below_30;locked_oos_trade_event_count_13_below_20;train_validation_return_ratio_0.4419_below_0.50;primary_10bps_promotion_gate_failed,train_calmar_not_above_locked_oos;train_calmar_not_above_validation;train_sharpe_not_above_locked_oos;train_sharpe_not_above_validation;train_smart_sortino_not_above_locked_oos;train_smart_sortino_not_above_validation;train_sortino_not_above_locked_oos;train_sortino_not_above_validation;train_total_return_not_above_validation
