profile_id,profile_kind,candidate_tier,weights,leverage_map,gross_notional_fraction,train_return,validation_return,locked_oos_return_report_only,train_mdd,validation_mdd,locked_oos_mdd_report_only,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count_report_only,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps_report_only,train_liquidation_count,validation_liquidation_count,locked_oos_liquidation_count_report_only,train_account_wipeout_count,validation_account_wipeout_count,locked_oos_account_wipeout_count_report_only,train_validation_score,paper_testnet_candidate,strict_promotion_profile,promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,selection_reasons,report_only_gate_reasons
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.3, ""balanced_mdd12_gross5"": 0.6, ""growth_mdd20_gross8"": 0.1}",{},2.46,1.8498775902880444,0.603031281103867,0.13722217460702346,0.38564496308019436,0.17863246364592988,0.085862127116893,3363,789,362,32.719769182801436,45.07971003243381,21.85762577365777,0,0,0,0,0,0,6.043723255779006,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.2, ""balanced_mdd12_gross5"": 0.55, ""growth_mdd20_gross8"": 0.25}",{},2.505,1.8398182832010201,0.5846670278911503,0.1423688080698453,0.3767823597691815,0.17106875238215158,0.08241231979979757,3363,789,362,32.697853248577466,44.04852073841375,22.26600063651006,0,0,0,0,0,0,5.865243746913965,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.15, ""balanced_mdd12_gross5"": 0.5, ""growth_mdd20_gross8"": 0.35}",{},2.6,1.8827210085463948,0.5851597712740046,0.14938321704262125,0.37745924453335344,0.16998367565416006,0.08090524282386768,3363,789,362,32.70458172660607,43.183629480388525,22.497472446177902,0,0,0,0,0,0,5.8648003507157815,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.45, ""growth_mdd20_gross8"": 0.45}",{},2.695,1.9191869421887433,0.5850667500614528,0.15635427771169397,0.37862374716897007,0.1689559012653088,0.07941980234409429,3363,789,362,32.60166971200264,42.311059287407765,22.70611061744031,0,0,0,0,0,0,5.8572564206380635,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.25, ""balanced_mdd12_gross5"": 0.6, ""growth_mdd20_gross8"": 0.15}",{},2.41,1.790784622703442,0.5835891387792236,0.13531232965714368,0.3780709504957024,0.1729434539409307,0.08394092733432124,3363,789,362,32.579267973574005,44.905289225855924,22.009162273445625,0,0,0,0,0,0,5.856008770911249,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.15, ""balanced_mdd12_gross5"": 0.55, ""growth_mdd20_gross8"": 0.3}",{},2.455,1.7760679858417983,0.5649509960323065,0.14039503724747404,0.37020928207690795,0.16580856078310668,0.08050174113909536,3363,789,362,32.47088264660104,43.82097741141434,22.413000837719355,0,0,0,0,0,0,5.672380494215898,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.2, ""balanced_mdd12_gross5"": 0.6, ""growth_mdd20_gross8"": 0.2}",{},2.3600000000000003,1.7307911968445207,0.5641540061252521,0.1333823952748867,0.37046727420830705,0.16724303975133858,0.08202277863439511,3363,789,362,32.413641156703946,44.720888317499174,22.16390749001109,0,0,0,0,0,0,5.668253931743317,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.5, ""growth_mdd20_gross8"": 0.4}",{},2.5500000000000003,1.8152646345656533,0.5651699046473808,0.14736528875999855,0.37126162447257127,0.16474433480851225,0.07900231103783495,3363,789,362,32.416887085417265,42.91506166880905,22.63675710599056,0,0,0,0,0,0,5.6682485812000145,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.25, ""balanced_mdd12_gross5"": 0.65, ""growth_mdd20_gross8"": 0.1}",{},2.265,1.6797543889675275,0.5627798855308881,0.1263286379590567,0.3723110513294059,0.16951602657544662,0.0835653166348983,3363,789,362,32.242978476920875,45.6144666191881,21.886458412864986,0,0,0,0,0,0,5.6547253284767685,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.15, ""balanced_mdd12_gross5"": 0.6, ""growth_mdd20_gross8"": 0.25}",{},2.31,1.6700081921118555,0.5447313995494123,0.1314324807852416,0.3630391761190014,0.16163840883736225,0.08010771566206243,3363,789,362,32.22274474910482,44.526025792824285,22.322092524667397,0,0,0,0,0,0,5.480144790360409,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.55, ""growth_mdd20_gross8"": 0.35}",{},2.4050000000000002,1.711636080621945,0.5452541642640252,0.13840126966318778,0.36392933720528964,0.16053748536162638,0.07859429601566914,3363,789,362,32.21766759284445,43.581110141994216,22.562971904660547,0,0,0,0,0,0,5.479342795658834,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.2, ""balanced_mdd12_gross5"": 0.65, ""growth_mdd20_gross8"": 0.15}",{},2.215,1.6226575044777123,0.5436383532406082,0.12442225376212357,0.3646266582769767,0.1637860743274938,0.08164271298144843,3363,789,362,32.11482045604976,45.46706699066286,22.052863126927257,0,0,0,0,0,0,5.470548275570884,True,False,False,True,False,False,,
